Clase,m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03
Motorcycles,2207280.0,253767840.0,266799870.0,37608387870.0,30340858545.0,33814019490.0,6260088224940.0,4495014539235.0,3825580496535.0,4444263252720.0,8433060490.48059,-332742775.2587817,1565201654.4662662,-2768524620.2287498,25697477548.433594,18469831222.833984,-21308491680.454865,0.001730893548296062,-6.829576564613607e-05,0.0003212591026183412,-3.824765554731158e-07,3.5501518120003253e-06,2.5516397342696057e-06,-2.9438056792843427e-06
Motorcycles,1868385.0,321671025.0,244466460.0,62161148805.0,42471953400.0,32846691780.0,12672063581175.0,8232901290570.0,5749009336260.0,4517903090610.0,6780567005.9860735,383317082.3665853,859788617.6798126,-364684374452.62604,-32482982725.558594,-6359794352.292969,-4876433734.636723,0.0019423758426492113,0.00010980583780181325,0.0002462969010248959,-7.642777663188407e-05,-6.807536384887916e-06,-1.3328373142154096e-06,-1.0219658815664837e-06
Motorcycles,1438200.0,197753265.0,165465930.0,29760533115.0,23634009195.0,22001222520.0,4848385198185.0,3686930414475.0,3185510385705.0,3179356220550.0,2569353989.5930886,882355806.2074497,2964249921.776597,49720984308.28691,20311187449.73633,-42700736149.78906,-33978145690.527573,0.001242182406692895,0.0004265846058400857,0.0014330991824348903,2.0044328266533845e-05,8.188174759399579e-06,-1.7214212158434038e-05,-1.3697820258066259e-05
Motorcycles,987870.0,133288245.0,54543990.0,19543024305.0,7448035665.0,3574534920.0,3042089709075.0,1116458223975.0,495525418425.0,264149897250.0,1559123331.005422,88694150.02581364,562957642.5038718,-15479643838.164925,13480810490.339355,3437439397.245117,4620496643.199163,0.001597647178707702,9.088566358970484e-05,0.0005768675712769012,-1.5959213033430974e-05,1.389845455928407e-05,3.5439334524538245e-06,4.7636425630972275e-06
Motorcycles,1485375.0,325961145.0,230039325.0,71760095445.0,50604222660.0,38511762345.0,15848070214545.0,11166741066690.0,8482172801250.0,6885082403505.0,228887467.41114995,122774021.08583066,2885680684.506435,72423772.66071628,-595827415.6367188,-7147307019.175781,26975940111.570984,0.00010374084796479833,5.56460395125664e-05,0.0013079045548116113,2.6933380634619708e-08,-2.2157982093896065e-07,-2.6579827781377913e-06,1.0031972048809604e-05
Motorcycles,2135370.0,294826920.0,320368995.0,45705185100.0,44054329890.0,53549412225.0,7608284729520.0,6914349927780.0,7391292446370.0,9514083565395.0,4998931496.79007,-178474757.13159236,5484536836.982923,-82540796755.11961,106496538957.32812,51368818634.828125,-165607769770.9707,0.0010963037797310324,-3.914087459601761e-05,0.00120280073218034,-1.2387561233375264e-05,1.598279213841743e-05,7.709331764908279e-06,-2.4854089970162173e-05
Motorcycles,1401480.0,105057450.0,208800120.0,8327045910.0,15541477350.0,32128983060.0,692722494000.0,1222020967950.0,2376299790030.0,5096566148070.0,451751363.8755455,-110553479.47598319,1020804483.0567718,784041804.3900764,-2013090308.9550781,795414787.5478516,5645324709.302382,0.0002299988494153513,-5.628576936702908e-05,0.0005197191981157391,3.3718788191957153e-07,-8.657569705960057e-07,3.420789885934821e-07,2.4278489626693994e-06
Motorcycles,2887620.0,393542520.0,380444955.0,66669405240.0,52628799495.0,53792235975.0,12505375443570.0,9064970877765.0,7590221195325.0,8101779397305.0,13035022929.325327,779433473.159661,3668478768.3897114,-133724330215.93628,68801263062.3125,53704906034.99609,47986559336.28801,0.001563261805904131,9.347575262736929e-05,0.0004399526395532537,-9.437573099357189e-06,4.855638075959471e-06,3.7902151065624312e-06,3.38664370792929e-06
Motorcycles,1178355.0,150209025.0,166923255.0,20361390195.0,21216377910.0,25056518025.0,2898964637115.0,2880587952210.0,3186249961440.0,3944607335625.0,1213721460.6621938,-61912064.902619146,1410525892.0731447,-6007466615.028559,12021157088.863281,9748808870.916016,-4469720128.51011,0.0008741112971653449,-4.458851319370031e-05,0.001015848081431034,-3.985666841905588e-06,7.975462916524741e-06,6.467868530085922e-06,-2.965445578046885e-06
Motorcycles,11091480.0,1382454705.0,1487266845.0,241760781735.0,186325151850.0,278911880655.0,47702151999975.0,32245637153160.0,35206594632450.0,57582314635605.0,69450052114.0083,950517674.8713698,79482889371.93822,256145442776.07343,-409237611918.2656,187788437176.8125,-1133107020490.6335,0.0005645385131601736,7.726471306651672e-06,0.0006460924192547568,6.251912374961422e-07,-9.988534882848425e-07,4.5834774241396203e-07,-2.7656497522597277e-06
Motorcycles,1551675.0,223983330.0,196241625.0,34894845660.0,28181811795.0,29585941755.0,5730957679200.0,4368944981625.0,4292637318945.0,4968449146755.0,2562990008.5981946,-145545836.01889697,4767100578.438786,-46023843688.4602,-2216205095.3535156,58739464867.13086,20892206507.147873,0.0010644993170898268,-6.045027195877493e-05,0.001979943461824926,-1.534549770226324e-05,-7.389380693342362e-07,1.958520303632828e-05,6.965982874460197e-06
Motorcycles,2770575.0,371246850.0,344087055.0,52252784400.0,45560026605.0,46279593765.0,7676371964340.0,6342048299475.0,6061753836105.0,6637777336035.0,2507073262.4482284,-546371992.5931892,3546261724.3322577,2814051258.637795,-977584101.171875,-3829786357.5371094,9314063550.1805,0.000326608289402634,-7.117846317107982e-05,0.00046198828446965333,2.2024559252419823e-07,-7.651196435883699e-08,-2.997434971974049e-07,7.289779953797142e-07
Motorcycles,5298135.0,659094420.0,260039055.0,112344497280.0,31332857505.0,19353947415.0,21846833730840.0,5316263385285.0,2279369197935.0,1845056195715.0,30352352029.806034,-1016316333.0719072,6590907189.469125,319303196341.5705,55117706857.37305,-28521195294.64746,248160542697.32367,0.0010813002667772991,-3.620619321367967e-05,0.00023480057477189608,4.941920053775108e-06,8.530678801760781e-07,-4.4142829949461465e-07,3.84083083590464e-06
Motorcycles,2140980.0,277219425.0,278960310.0,38934806325.0,36582307650.0,39689694300.0,5812849290315.0,5240227318770.0,5289986345970.0,6000215915970.0,3039744438.6999736,461831636.20176005,3342388601.0695596,-15713812931.911776,47594485450.08008,30516558733.742188,-42174459616.36431,0.000663150118995433,0.00010075310957194625,0.000729174916913806,-2.3428800421060937e-06,7.096187956320233e-06,4.5499228430960165e-06,-6.28807916639542e-06
Motorcycles,2366145.0,247229640.0,359291940.0,31404664230.0,38443684740.0,57665319030.0,4593664284210.0,5034577279050.0,6291230310060.0,9632725875960.0,5572563959.505337,902613934.4907885,3107927936.485614,147795668772.34323,77252781856.63672,-8121541775.15625,-67436734686.36544,0.0009953420488808507,0.00016122015098131182,0.0005551217325732091,1.716162149075229e-05,8.970377903113134e-06,-9.43050814846651e-07,-7.830565840480556e-06
Motorcycles,2120835.0,260056650.0,250321260.0,37478606130.0,30691347630.0,32592822450.0,6018613047030.0,4467743610900.0,3989872827030.0,4568021139450.0,5590476591.7650585,-3029018.5271138023,3047509774.573764,51981043336.670166,44902382476.56055,-5941918069.572266,1711475611.2153814,0.0012428967989852283,-6.734233422893315e-07,0.0006775343893351386,7.935563795931308e-06,6.854916674607863e-06,-9.071089551991328e-07,2.6127840124361387e-07
Motorcycles,2172090.0,291006000.0,290070150.0,48870060990.0,41104651560.0,45743820150.0,9092462188320.0,7322907465390.0,6910207225830.0,7977368242140.0,9882499684.529238,2242470862.6532106,7006616847.640295,-102927678052.09637,195720804803.66602,182735599160.85156,-2843246545.3743873,0.0020946486048248514,0.0004753036796115702,0.0014850898733068025,-1.4802587440881517e-05,2.814767011104222e-05,2.6280197283487512e-05,-4.089027013956957e-07
Motorcycles,1532295.0,166476495.0,260156610.0,19569890595.0,28252414665.0,46542719850.0,2438104472805.0,3338029853505.0,5063040539955.0,8694310626450.0,1483018688.816775,-12351965.369445443,2372725347.184226,-10315903464.901724,18092262203.097656,10591776811.988281,-13514291026.563538,0.0006316286997066058,-5.260794003444793e-06,0.0010105613888106823,-3.549370278277773e-06,6.224964972672408e-06,3.644289415709558e-06,-4.649832471279102e-06
Motorcycles,7983285.0,933906390.0,1449739005.0,155673482220.0,176214024960.0,285293705475.0,29431741096680.0,29769839672520.0,35247783603840.0,58978180923315.0,46422572941.07133,6619613561.466442,22025742146.82243,359356130012.19495,-48727249151.5,-530851197003.28125,-829851448914.1458,0.0007283932958973578,0.00010386503448923472,0.00034559486690396887,1.9955884118823673e-06,-2.705937804548887e-07,-2.9479405211139205e-06,-4.608358663537096e-06
Motorcycles,508725.0,70152540.0,72722175.0,10510364580.0,10072645860.0,10802587695.0,1663192325220.0,1523803880460.0,1505468269170.0,1652806311135.0,836417224.4511281,44349058.04511311,406961891.80451196,-16855553698.918163,9117221778.972656,3125578526.7666016,-7772549028.967069,0.003231891756387055,0.0001713634665923919,0.001572488878561507,-9.131357001182157e-05,4.939179596817148e-05,1.693256351760586e-05,-4.210714240567803e-05
Motorcycles,6811050.0,1143846360.0,747398880.0,212267423340.0,118159367340.0,108979093470.0,42045898065840.0,21200439465480.0,16276477489440.0,18531023591250.0,20170096894.70161,-7358649464.468738,26964560347.316357,-376974084818.34644,379258347164.2031,-410471900983.8281,654570355780.192,0.0004347903010225176,-0.0001586243949386284,0.0005812529990091037,-3.1136968291582742e-06,3.1325641749777807e-06,-3.390379095071719e-06,5.40656167979268e-06
Motorcycles,2568870.0,326491290.0,252267420.0,47725269090.0,31981472445.0,32757914550.0,7712868289050.0,4738413864525.0,4080147414735.0,5114940915630.0,6229762331.828472,-80529672.96307085,7984823193.311498,63664183347.72761,72180840463.03125,-67413089874.26172,329811235897.4076,0.0009440331056453252,-1.2203142465888751e-05,0.001209987963537326,6.019214986227639e-06,6.824433673491735e-06,-6.3736603456101705e-06,3.118244245586154e-05
Motorcycles,1162800.0,160797390.0,171717000.0,23146789620.0,23634932295.0,26592786180.0,3459400033200.0,3387363019485.0,3642821775195.0,4301528141040.0,910978963.9868455,-110892798.42104901,1234402890.526315,6605539492.51072,-179746309.40820312,-1800045616.0878906,9844801879.288897,0.0006737492617333632,-8.201500146693543e-05,0.0009129497705785045,4.53049583698631e-06,-1.232813621674363e-07,-1.2345848782401192e-06,6.752186400617598e-06
Motorcycles,1295145.0,63768105.0,179137755.0,3764141445.0,8831125320.0,25685099145.0,247823022195.0,522648246330.0,1268305947060.0,3799817712405.0,624438002.3036029,11050988.319550594,907691776.3732992,1000756662.2723901,923459432.1733398,610517057.984375,-3906760059.9900355,0.0003722652854005117,6.588162965032096e-06,0.0005411300032040891,5.242428389823408e-07,4.837509583081877e-07,3.198172021139741e-07,-2.0465424436160667e-06
Motorcycles,1902300.0,252188625.0,218018880.0,38918859645.0,29834391570.0,26873385630.0,6517817342805.0,4762494224190.0,3807519543960.0,3518194282110.0,5486118973.50201,931546818.2573724,1886668478.9437013,-96264190848.1068,55088865876.90625,31379209053.552734,5833385152.678619,0.0015160279416908092,0.0002574225991620903,0.0005213598437439904,-1.9287113887668912e-05,1.1037388054161415e-05,6.287014656112342e-06,1.168754059002846e-06
Motorcycles,1235220.0,245017770.0,195770130.0,49103746560.0,38916348660.0,31776822960.0,9937525012620.0,7814271173910.0,6328123828380.0,5273426959620.0,502114773.1337703,83460036.75061658,749197273.7118051,-1874094236.2333317,-1296281050.0585938,-1569881107.3359375,-365285653.39010835,0.00032908976041568687,5.47003294229456e-05,0.0004910294707545252,-1.1051739451736702e-06,-7.644311659729996e-07,-9.257761233688864e-07,-2.1541295996079528e-07
Motorcycles,1482825.0,209308335.0,223776015.0,32246927955.0,31308076605.0,35838945165.0,5280987759855.0,4829080403805.0,4983297575415.0,6021722703435.0,2701985631.7506437,-279052768.04471326,2068469964.433358,-33629289815.262104,41413016723.69141,8671906285.521484,-11116142958.468786,0.0012288623437466636,-0.0001269131243848402,0.0009407395874330591,-1.2560095663934858e-05,1.546721487843124e-05,3.2388424832390093e-06,-4.1517326039094536e-06
Motorcycles,2695095.0,363056250.0,445764735.0,60004270320.0,58441512510.0,79180049745.0,11056661157090.0,9520231298940.0,10176764278620.0,14787575266455.0,11096962538.989494,-1607455363.6162412,5451220531.328415,-16257822744.666952,28694182307.984375,42161191582.35547,-111935750045.37628,0.0015277629134143997,-0.00022130476523403507,0.0007504911845331927,-1.3634122395102664e-06,2.406349237278898e-06,3.535718499242269e-06,-9.387146978256358e-06
Motorcycles,2515320.0,304253505.0,341668125.0,42679602195.0,41230904865.0,48412850325.0,6609383562375.0,5827066565925.0,5851711955865.0,7102352940615.0,5877050112.249087,-97325570.10492769,2002410444.1833963,25074308976.108074,53234065070.0625,22126333233.67578,-17793776437.902023,0.0009289084334730141,-1.538297974941696e-05,0.00031649482535458194,2.4988826578087432e-06,5.305258148290116e-06,2.2050900964494576e-06,-1.7733114559594452e-06
Motorcycles,6592260.0,827007585.0,939056625.0,138243914745.0,113617319325.0,164648690955.0,26091070118925.0,19029487563885.0,19172368177545.0,32698577892375.0,34494738340.01412,-4188554778.7975745,30881614875.417175,93371822169.05843,387787924805.1953,-289718580516.0156,446571127200.6237,0.0007937508430771723,-9.638191350153991e-05,0.0007106100530848929,8.368160764276837e-07,3.4754293338515614e-06,-2.596513168358734e-06,4.002255603765545e-06
Motorcycles,1950240.0,274225215.0,279903555.0,46457074275.0,40375043775.0,45654477585.0,8581730010645.0,7072457945235.0,6778545781635.0,7982405502705.0,7897989987.016866,1017522367.8196899,5481985942.105776,-171734786430.20035,118667219664.36719,66948651256.78906,-143622722036.6619,0.0020765407561499963,0.00026752713925254075,0.0014413245967818255,-3.233241355340488e-05,2.2341412017771265e-05,1.2604385659261672e-05,-2.7039770689920387e-05
Motorcycles,4643040.0,573937170.0,659110995.0,81967611060.0,79604449050.0,108215667075.0,13042414000860.0,11285595662460.0,12661781983980.0,19221484173795.0,11021878284.144335,-1869821941.8898253,14650394380.84057,185322529666.64255,112003994917.76172,-184145104630.91406,-299908714353.38257,0.0005112705300613545,-8.6735203447638e-05,0.0006795860657865853,3.989533873596128e-06,2.411167883938773e-06,-3.964186836341087e-06,-6.456289891206091e-06
Motorcycles,10917570.0,1402367655.0,1165969650.0,252062867925.0,151889413035.0,191229051750.0,50614942359945.0,27917553880515.0,25080890006745.0,37441840916460.0,71927999104.35593,2119993294.923149,66706358080.88476,-241045911272.16956,453230414419.27344,64596770183.296875,2770897793817.585,0.0006034565547011161,1.7786173196444656e-05,0.00055964839180007,-6.120470461366589e-07,1.1508112081245565e-06,1.6401963498154634e-07,7.035671341206623e-06
Motorcycles,2394960.0,305465775.0,377948505.0,50895052455.0,49093493775.0,65242881435.0,9556232755605.0,8369607340605.0,8610377404755.0,11980771639725.0,11934343425.89278,887956734.7503191,5598848786.548663,20472839261.83914,111352600835.74219,8700891751.644531,-82311901313.16469,0.002080664236615331,0.00015480866904234443,0.0009761177486408295,2.306388244576598e-06,1.2544538951629265e-05,9.802076886683713e-07,-9.272929814444205e-06
Motorcycles,8395875.0,1037362440.0,1077917640.0,176364152640.0,134512160340.0,211676503680.0,34034451169800.0,22746729728910.0,26541258554910.0,45850790501880.0,48191587907.586334,1328749063.6956718,73286349154.9303,334826753078.7708,-224410257813.8047,46126307474.69531,-143597735295.2603,0.0006836586425543688,1.8849986493982475e-05,0.0010396595787029038,1.639287930044434e-06,-1.0986966352888308e-06,2.2583111536191222e-07,-7.030442821152241e-07
Motorcycles,2985285.0,348359835.0,434350935.0,43406898915.0,49136579850.0,69126223905.0,5697067879065.0,5988277942560.0,7582043843850.0,11823641807625.0,2755981283.608955,-1548838811.4328997,5929331569.636974,-11387599836.775068,34166136284.882812,-33751894881.316406,40558648546.46306,0.00030924640973562065,-0.0001737939384942396,0.0006653254544752122,-7.395502710102735e-07,2.2188675147558326e-06,-2.1919652397670435e-06,2.6340194557487823e-06
Motorcycles,3852540.0,469151805.0,501356265.0,68144707995.0,64663722120.0,73398233805.0,10843182473295.0,9865823027850.0,10038277265490.0,11661447759675.0,11012681816.230137,3609924710.288913,8153459070.733707,-137482714088.46036,118492262333.96875,160474410025.53125,-12471247301.796112,0.0007419912406486654,0.00024322254643623762,0.0005493480436850381,-4.719328468804277e-06,4.067448847466857e-06,5.508557615910689e-06,-4.280968180115743e-07
Motorcycles,2692290.0,296469885.0,368785590.0,40997851695.0,38361789960.0,56531642580.0,6645540150075.0,5221353784980.0,5528932669500.0,9395401232580.0,8351148437.953684,-2248182018.114227,6015980674.46675,291708872129.52496,100664558583.77539,-80320163812.31445,3668125278.0146255,0.0011521327635026263,-0.0003101614323624146,0.000829970690995184,2.4527034550101313e-05,8.463928739399693e-06,-6.753361385661609e-06,3.0841789202769563e-07
Motorcycles,3857895.0,612540600.0,720148305.0,104266634820.0,114097367025.0,139428227055.0,18804777663660.0,19460411145375.0,22008577624995.0,27876770687055.0,7009973700.824902,-244800098.1806513,4999067838.802307,23723735028.26918,74829024649.13281,-37866123647.375,-16456537688.124317,0.00047099422485087373,-1.6447912275683107e-05,0.0003358831548022148,8.11534629198824e-07,2.559729515591967e-06,-1.29531334660212e-06,-5.629404558226002e-07
Motorcycles,11590260.0,1454486340.0,1296728040.0,255230677590.0,164128189290.0,216351564540.0,50559834467280.0,29188273480860.0,27548405550720.0,42363388682040.0,72704098095.95969,1399033872.0047474,71272540452.34004,282811416133.09875,281715076543.8672,84938108010.77344,2209730040210.1357,0.0005412183768285255,1.0414582687418202e-05,0.0005305616831275228,6.183921819633768e-07,6.159949384573414e-07,1.8572468771877102e-07,4.83177022978614e-06
Motorcycles,3271395.0,395621280.0,428012655.0,53642632320.0,53101786245.0,64594630125.0,7872567095700.0,7432095869235.0,8276187863655.0,10711909416795.0,5798762292.431209,1340713544.4247384,8595634943.999527,-17154072823.67558,89492760289.33203,113708255210.76172,11458934316.34389,0.0005418378446252511,0.00012527661948122512,0.0008031783467519067,-8.862062029392087e-07,4.623335816617123e-06,5.874346117622463e-06,5.919864497835927e-07
Motorcycles,2364105.0,201803685.0,445245045.0,20568407355.0,37234986525.0,86830923375.0,2290900809975.0,3769160655645.0,7097040546015.0,17491996230495.0,3342130485.0728083,-771824005.4082607,2975447371.585595,-35429405517.612946,27166285077.867188,-24258499918.867188,17880324811.054768,0.0005979844335735101,-0.00013809716369659992,0.0005323763446915927,-4.122844561462998e-06,3.16128281161135e-06,-2.822910037540212e-06,2.0806953666722373e-06
Motorcycles,9141495.0,1197452460.0,1016527155.0,212473133880.0,133386327945.0,180710970105.0,42188897754300.0,23467573467105.0,23223054956505.0,37547535200145.0,55617784294.39593,230542987.33701485,67673938760.30266,-213989529963.99915,-219672309610.46094,-499706158089.9844,2402036439883.6753,0.0006655477679824651,2.7587825116150907e-06,0.0008098172097991998,-8.469337889372719e-07,-8.694252542836522e-07,-1.9777511072510815e-06,9.50684747771693e-06
